par,task,platform,completion,time,satisfaction,tspec,age,gender
75,2,InstaCart,0,NA,2.5,150,57.33947373074173,1
76,1,InstaCart,1,130.49013991826735,4,70,55.938111740190486,0
77,2,InstaCart,0,NA,3.5,150,68.17020829854067,0
78,1,InstaCart,1,82.06348285958366,4.5,70,64.63886557558448,1
79,2,InstaCart,1,169.63750443243035,3.5,150,63.81503207053066,0
80,1,InstaCart,1,67.60148001108348,3.5,70,53.766763784871706,0
81,2,InstaCart,0,NA,3,150,59.537384002017106,0
82,1,InstaCart,1,122.40432759097285,4.5,70,65.99832324829802,0
83,2,InstaCart,1,203.1410080892507,4,150,53.17273512241786,1
84,1,InstaCart,1,109.61924264873733,4,70,67.09560424315272,1
85,2,InstaCart,1,172.26454872908482,2.5,150,53.829728566457185,0
86,1,InstaCart,1,109.59275436529512,4,70,73.57155410160885,1
87,2,InstaCart,1,123.82815616422775,2.5,150,68.2516733761288,1
88,1,InstaCart,1,119.33721598871645,4.5,70,52.08413438498683,0
89,2,InstaCart,1,156.5389822270974,3.5,150,55.7302351830979,1
90,1,InstaCart,1,111.99814975929637,4.5,70,53.344605883870244,1
91,2,InstaCart,1,167.62844282807185,4.5,150,50.715409919599495,0
92,1,InstaCart,1,38.13974068199522,4,70,60.356676964519224,1
93,2,InstaCart,1,191.83183690904306,3.5,150,56.46134204577878,0
94,1,InstaCart,1,42.70515800544449,4,70,62.260102638877854,1
95,2,InstaCart,0,NA,2,150,66.84466513365317,0
96,1,InstaCart,1,101.06206298247812,3,70,58.48390909094675,0
97,2,InstaCart,1,164.9517329159632,2.5,150,60.7927248522078,1
98,1,InstaCart,0,NA,4.5,70,61.035179797790235,0
99,2,InstaCart,0,NA,3.5,150,66.0043570352043,0
100,1,InstaCart,1,63.921205902027125,4,70,53.66496407562226,0
101,2,InstaCart,0,NA,3.5,150,68.95757438821158,0
102,1,InstaCart,1,59.709628312834255,4,70,68.99996070943119,1
103,2,InstaCart,1,183.23472349670334,3.5,150,67.67941504282021,1
104,1,InstaCart,1,33.83711176413061,4,70,51.45189873545465,1
105,2,InstaCart,1,155.51807324331986,3.5,150,57.163481634490516,1
106,1,InstaCart,0,NA,4,70,67.05938522546894,0
107,2,InstaCart,0,NA,3,150,56.05130025096919,0
108,1,InstaCart,1,80.26433172560291,4,70,81.44170753485866,0
109,2,InstaCart,1,200.75725957013495,2,150,61.26747066322594,0
110,1,InstaCart,1,144.2258357216775,4.5,70,61.37010879470147,1
111,2,InstaCart,0,NA,3.5,150,56.24448936251111,0
112,1,InstaCart,1,77.54199755171949,4.5,70,56.41606855545249,0
113,2,InstaCart,0,NA,3,150,58.557797443830474,1
114,1,InstaCart,1,61.18507986459314,3.5,70,57.77868222029532,1
115,2,InstaCart,1,166.81855184214032,3.5,150,60.67040590612676,0
1,1,Mercato,0,NA,4,70,52.8312231971293,0
2,2,Mercato,1,164.41643022938877,4,150,57.407893232376374,0
3,1,Mercato,1,117.27204095289588,4.5,70,57.368787615409516,1
4,2,Mercato,1,140.96455965359112,4.5,150,62.657627954505784,1
5,1,Mercato,1,88.31145752760786,3.5,70,62.95139633156185,0
6,2,Mercato,1,150.5910927888512,4,150,59.075139171189335,0
7,1,Mercato,1,65.03933812706215,4,70,68.080143652108,1
8,2,Mercato,1,213.3777311295039,4,150,52.671760731818566,0
9,1,Mercato,1,74.70976027155822,4.5,70,59.94200754996573,0
10,2,Mercato,0,NA,4.5,150,62.32610008420515,1
11,1,Mercato,1,70.48516005940431,4.5,70,57.69181524699042,1
12,2,Mercato,1,208.4132080274086,4,150,58.89102068689148,1
13,1,Mercato,1,68.66839354554813,3.5,70,55.84009551533354,0
14,2,Mercato,1,187.10809404217707,3.5,150,58.434620234593204,1
15,1,Mercato,0,NA,3.5,70,60.34265975951745,0
16,2,Mercato,1,173.38949529424252,4.5,150,54.85000218622464,0
17,1,Mercato,1,103.6078656575303,4.5,70,58.420867652508825,0
18,2,Mercato,1,175.94227186019828,3.5,150,59.07625877382892,0
19,1,Mercato,1,101.37535995609208,4.5,70,56.65976231952022,0
20,2,Mercato,1,160.26948145215647,4.5,150,50.83313863732786,0
21,1,Mercato,1,86.29966900603094,4.5,70,66.90857846919037,0
22,2,Mercato,1,148.49136426208173,3.5,150,63.89401105231431,1
23,1,Mercato,1,78.2908216963563,4,70,62.29441303164931,1
24,2,Mercato,1,181.83085402085445,4,150,60.31924010449971,1
25,1,Mercato,1,98.57763125919998,4,70,56.8836730768576,1
26,2,Mercato,1,189.28260733335037,4,150,66.18839545702181,0
27,1,Mercato,1,137.60924039630552,4.5,70,63.31471403083208,0
28,2,Mercato,1,183.30937858502048,4,150,59.21176548754748,0
29,1,Mercato,1,111.46851346130623,4,70,60.93255052278355,0
30,2,Mercato,1,161.27192537372326,4.5,150,50.66101430963953,1
31,1,Mercato,1,93.236680154411,3.5,70,54.86058708673077,0
32,2,Mercato,0,NA,3.5,150,73.94774608808211,1
33,1,Mercato,1,114.27841130882184,4,70,67.00348616530046,1
34,2,Mercato,1,193.06171561911373,3.5,150,67.54180605094896,0
35,1,Mercato,1,60.238832988911,4.5,70,58.283148002282545,1
36,2,Mercato,1,159.8971176841481,4.5,150,70.99318734865855,1
37,1,Mercato,1,101.30169305061996,4,70,55.645023813367516,1
38,2,Mercato,1,155.71037998806943,2.5,150,51.432981940984334,1
39,1,Mercato,1,55.88546887934136,4,70,61.436073617206034,1
40,2,Mercato,1,148.71404687986586,3,150,59.09613393391545,0
41,1,Mercato,1,104.37665802211103,4,70,68.07875542051481,1
42,2,Mercato,1,150.11148467756084,3.5,150,67.06048621281474,1
43,1,Mercato,1,81.43572839261952,4,70,72.44877495910556,0
44,2,Mercato,1,207.31559216293417,3.5,150,50.57679452948899,1
45,1,Mercato,1,97.80348333923122,4.5,70,65.56063510509962,0
46,2,Mercato,0,NA,3.5,150,53.90990624537545,1
47,1,Mercato,1,93.13887621133672,4.5,70,64.75942177928927,0
48,2,Mercato,1,185.5258308599627,4,150,67.16845111508763,0
49,1,Mercato,1,154.42627779149166,4,70,56.483019741148205,1
50,2,Mercato,0,NA,3.5,150,54.192855470931804,0
51,1,Mercato,1,84.92685917346093,4,70,57.42569485485249,0
52,2,Mercato,0,NA,3.5,150,54.28516317368353,0
53,1,Mercato,1,110.8667748920026,3.5,70,51.903959255491266,0
54,2,Mercato,0,NA,3,150,64.76254699336364,0
55,1,Mercato,1,71.08221876114784,4.5,70,52.54867909271153,1
56,2,Mercato,1,183.86891773820864,4.5,150,56.390747958945646,1
57,1,Mercato,1,87.19857150626028,3.5,70,51.46457004577012,1
58,2,Mercato,1,221.1160227080232,4.5,150,55.607490896596836,1
59,1,Mercato,1,94.40703591752465,4.5,70,56.11320753039666,1
60,2,Mercato,1,197.07352548385234,4,150,62.658683636050824,1
61,1,Mercato,1,91.09495056186782,3.5,70,55.9919232047055,1
62,2,Mercato,1,162.57099726662614,3,150,51.53396893578753,1
63,1,Mercato,1,105.81947477932947,3.5,70,58.204963858125154,1
64,2,Mercato,1,136.1732881154993,4.5,150,50.130293613651276,0
65,1,Mercato,1,92.17388112007313,4,70,56.7493394759172,0
66,2,Mercato,1,194.54192718530865,3.5,150,54.982433509119595,1
67,1,Mercato,1,130.01039188050572,4,70,58.00017934817138,0
68,2,Mercato,1,128.90662517944372,4.5,150,60.01418980090004,0
69,1,Mercato,0,NA,4.5,70,54.513844495895704,1
70,2,Mercato,0,NA,4,150,50.44951164618462,1
71,1,Mercato,1,117.25970415284388,4,70,77.40687335088407,0
72,2,Mercato,0,NA,3,150,54.26704151288882,0
73,1,Mercato,1,115.64795505576119,4.5,70,57.826380912724225,0
74,2,Mercato,0,NA,4,150,52.105763423238024,0
75,1,Mercato,1,96.77455061176086,4,70,57.33947373074173,1
76,2,Mercato,1,148.43916561425422,3,150,55.938111740190486,0
77,1,Mercato,1,74.82021378734186,4.5,70,68.17020829854067,0
78,2,Mercato,1,223.09037770715057,4,150,64.63886557558448,1
79,1,Mercato,1,142.8000202147441,4,70,63.81503207053066,0
80,2,Mercato,1,141.5457556121422,3.5,150,53.766763784871706,0
81,1,Mercato,1,87.07816454236344,4.5,70,59.537384002017106,0
82,2,Mercato,1,151.28024483460527,4,150,65.99832324829802,0
83,1,Mercato,0,NA,3.5,70,53.17273512241786,1
84,2,Mercato,1,181.27115279233084,4.5,150,67.09560424315272,1
85,1,Mercato,1,63.31808809751446,4.5,70,53.829728566457185,0
86,2,Mercato,1,157.00395614967275,3.5,150,73.57155410160885,1
87,1,Mercato,1,90.55199352776954,4,70,68.2516733761288,1
88,2,Mercato,1,201.3329038401915,4.5,150,52.08413438498683,0
89,1,Mercato,1,46.19531532487668,4.5,70,55.7302351830979,1
90,2,Mercato,0,NA,4,150,53.344605883870244,1
91,1,Mercato,1,70.60495770502435,3,70,50.715409919599495,0
92,2,Mercato,1,187.24988364749285,3.5,150,60.356676964519224,1
93,1,Mercato,1,114.94249930142945,4,70,56.46134204577878,0
94,2,Mercato,1,192.56429721302862,3,150,62.260102638877854,1
95,1,Mercato,1,123.25513478979663,3.5,70,66.84466513365317,0
96,2,Mercato,0,NA,4,150,58.48390909094675,0
97,1,Mercato,1,90.28634963031081,4,70,60.7927248522078,1
98,2,Mercato,0,NA,4.5,150,61.035179797790235,0
99,1,Mercato,1,89.59477816011938,3.5,70,66.0043570352043,0
100,2,Mercato,1,175.57546708912687,3,150,53.66496407562226,0
101,1,Mercato,0,NA,4,70,68.95757438821158,0
102,2,Mercato,1,178.86672242925837,4.5,150,68.99996070943119,1
103,1,Mercato,0,NA,4.5,70,67.67941504282021,1
104,2,Mercato,1,160.54496248918724,4,150,51.45189873545465,1
105,1,Mercato,1,77.10044849560626,4,70,57.163481634490516,1
106,2,Mercato,1,177.6052516019241,3.5,150,67.05938522546894,0
107,1,Mercato,1,44.01196087793078,3.5,70,56.05130025096919,0
108,2,Mercato,0,NA,3,150,81.44170753485866,0
109,1,Mercato,1,60.2631204062072,4,70,61.26747066322594,0
110,2,Mercato,1,184.69924515894152,3.5,150,61.37010879470147,1
111,1,Mercato,1,66.38766191600506,3.5,70,56.24448936251111,0
112,2,Mercato,1,194.40684049055864,4,150,56.41606855545249,0
113,1,Mercato,1,116.29655544531361,4,70,58.557797443830474,1
114,2,Mercato,1,163.80017646445202,3.5,150,57.77868222029532,1
115,1,Mercato,1,63.81143749767504,4,70,60.67040590612676,0
1,2,Mercato,0,NA,3.5,150,52.8312231971293,0
2,1,Mercato,1,78.04391632077564,3.5,70,57.407893232376374,0
3,2,Mercato,0,NA,4,150,57.368787615409516,1
4,1,Mercato,1,93.41493521157197,3.5,70,62.657627954505784,1
5,2,Mercato,1,137.14515340053163,4.5,150,62.95139633156185,0
6,1,Mercato,1,75.70056235393349,4,70,59.075139171189335,0
7,2,Mercato,1,179.41794506468804,3.5,150,68.080143652108,1
8,1,Mercato,0,NA,4.5,70,52.671760731818566,0
9,2,Mercato,0,NA,4.5,150,59.94200754996573,0
10,1,Mercato,1,36.46089328008379,4.5,70,62.32610008420515,1
11,2,Mercato,1,171.5829651187758,3.5,150,57.69181524699042,1
12,1,Mercato,0,NA,4,70,58.89102068689148,1
13,2,Mercato,1,148.54825090328154,2.5,150,55.84009551533354,0
14,1,Mercato,1,98.11117790922982,4.5,70,58.434620234593204,1
15,2,Mercato,1,176.8591861902796,4.5,150,60.34265975951745,0
16,1,Mercato,1,106.29228538938101,4,70,54.85000218622464,0
17,2,Mercato,1,154.36162894268006,3.5,150,58.420867652508825,0
18,1,Mercato,0,NA,4,70,59.07625877382892,0
19,2,Mercato,1,173.35954610742823,4.5,150,56.65976231952022,0
20,1,Mercato,0,NA,4.5,70,50.83313863732786,0
21,2,Mercato,1,171.1492651310548,4.5,150,66.90857846919037,0
22,1,Mercato,1,93.64388499031529,4,70,63.89401105231431,1
23,2,Mercato,1,168.3549308650043,3.5,150,62.29441303164931,1
24,1,Mercato,1,57.61784459063265,4,70,60.31924010449971,1
25,2,Mercato,1,160.85952053585956,4.5,150,56.8836730768576,1
26,1,Mercato,1,81.87570553681252,4.5,70,66.18839545702181,0
27,2,Mercato,1,204.68904784962382,4,150,63.31471403083208,0
28,1,Mercato,1,82.98111713057129,3.5,70,59.21176548754748,0
29,2,Mercato,1,142.85332975198074,4.5,150,60.93255052278355,0
30,1,Mercato,1,95.80379037564936,4.5,70,50.66101430963953,1
31,2,Mercato,1,182.20923921224315,2.5,150,54.86058708673077,0
32,1,Mercato,1,126.02355929790949,4,70,73.94774608808211,1
33,2,Mercato,1,185.188874321674,4.5,150,67.00348616530046,1
34,1,Mercato,1,96.75508151244148,4.5,70,67.54180605094896,0
35,2,Mercato,1,150.0992335540634,3,150,58.283148002282545,1
36,1,Mercato,1,105.44723363635767,4.5,70,70.99318734865855,1
37,2,Mercato,1,165.76857588053173,4.5,150,55.645023813367516,1
38,1,Mercato,1,136.16431309825052,4.5,70,51.432981940984334,1
39,2,Mercato,1,152.09076742073168,4,150,61.436073617206034,1
40,1,Mercato,1,96.98731450560936,4.5,70,59.09613393391545,0
41,2,Mercato,1,165.67560668445603,3.5,150,68.07875542051481,1
42,1,Mercato,1,129.53474382220585,4,70,67.06048621281474,1
43,2,Mercato,1,172.65831780383246,4.5,150,72.44877495910556,0
44,1,Mercato,1,94.75911172604863,4.5,70,50.57679452948899,1
45,2,Mercato,1,189.19501768981223,3,150,65.56063510509962,0
46,1,Mercato,1,108.05947335209342,3.5,70,53.90990624537545,1
47,2,Mercato,0,NA,4,150,64.75942177928927,0
48,1,Mercato,1,98.74468326259999,3.5,70,67.16845111508763,0
49,2,Mercato,1,170.36596231693906,4.5,150,56.483019741148205,1
50,1,Mercato,1,63.29135684484992,3.5,70,54.192855470931804,0
51,2,Mercato,1,173.78787275166385,3.5,150,57.42569485485249,0
52,1,Mercato,1,76.90880970419661,3.5,70,54.28516317368353,0
53,2,Mercato,1,158.00184680317614,3.5,150,51.903959255491266,0
54,1,Mercato,1,152.2218946092035,3.5,70,64.76254699336364,0
55,2,Mercato,1,223.36453303797916,4.5,150,52.54867909271153,1
56,1,Mercato,1,121.90749583023782,4.5,70,56.390747958945646,1
57,2,Mercato,1,197.34420961165793,4,150,51.46457004577012,1
58,1,Mercato,1,128.41082520025043,4,70,55.607490896596836,1
59,2,Mercato,1,229.71138337664283,3.5,150,56.11320753039666,1
60,1,Mercato,0,NA,4,70,62.658683636050824,1
61,2,Mercato,1,153.27251682764356,3.5,150,55.9919232047055,1
62,1,Mercato,1,85.7874128418439,3.5,70,51.53396893578753,1
63,2,Mercato,1,128.50041778125288,4,150,58.204963858125154,1
64,1,Mercato,1,109.99584331183654,4.5,70,50.130293613651276,0
65,2,Mercato,1,175.7746609101615,4.5,150,56.7493394759172,0
66,1,Mercato,1,55.2671445112518,4,70,54.982433509119595,1
67,2,Mercato,0,NA,3,150,58.00017934817138,0
68,1,Mercato,1,71.00702197690364,4,70,60.01418980090004,0
69,2,Mercato,1,188.51857417254934,4.5,150,54.513844495895704,1
70,1,Mercato,0,NA,4.5,70,50.44951164618462,1
71,2,Mercato,0,NA,4,150,77.40687335088407,0
72,1,Mercato,1,95.858986410584,4.5,70,54.26704151288882,0
73,2,Mercato,0,NA,3.5,150,57.826380912724225,0
74,1,Mercato,1,98.01145128244887,4,70,52.105763423238024,0
75,2,Mercato,1,150.94834710412587,3.5,150,57.33947373074173,1
76,1,Mercato,1,112.607047733744,4.5,70,55.938111740190486,0
77,2,Mercato,1,182.77780301099608,3.5,150,68.17020829854067,0
78,1,Mercato,1,72.38156248425398,4.5,70,64.63886557558448,1
79,2,Mercato,1,155.6967653367952,4,150,63.81503207053066,0
80,1,Mercato,1,86.3477431091566,4,70,53.766763784871706,0
81,2,Mercato,0,NA,3.5,150,59.537384002017106,0
82,1,Mercato,1,100.01272275763527,3,70,65.99832324829802,0
83,2,Mercato,1,214.09076779557566,4,150,53.17273512241786,1
84,1,Mercato,1,113.47409993911367,4.5,70,67.09560424315272,1
85,2,Mercato,1,221.44132310733158,4,150,53.829728566457185,0
86,1,Mercato,1,88.28639213223492,4,70,73.57155410160885,1
87,2,Mercato,1,133.69444708138226,2,150,68.2516733761288,1
88,1,Mercato,1,101.47198431560304,4,70,52.08413438498683,0
89,2,Mercato,1,187.74094894088515,2,150,55.7302351830979,1
90,1,Mercato,1,88.81206814603846,4.5,70,53.344605883870244,1
91,2,Mercato,1,142.78652562294164,4.5,150,50.715409919599495,0
92,1,Mercato,0,NA,3,70,60.356676964519224,1
93,2,Mercato,1,204.10927774646356,4,150,56.46134204577878,0
94,1,Mercato,0,NA,4,70,62.260102638877854,1
95,2,Mercato,0,NA,3,150,66.84466513365317,0
96,1,Mercato,1,93.48328679151894,4.5,70,58.48390909094675,0
97,2,Mercato,1,187.24168775156508,4,150,60.7927248522078,1
98,1,Mercato,1,107.16041711679955,4.5,70,61.035179797790235,0
99,2,Mercato,1,199.66089503739468,4,150,66.0043570352043,0
100,1,Mercato,1,136.80669591488686,4.5,70,53.66496407562226,0
101,2,Mercato,1,150.502195263329,4.5,150,68.95757438821158,0
102,1,Mercato,1,70.54606327666055,4,70,68.99996070943119,1
103,2,Mercato,1,167.27883415572455,3.5,150,67.67941504282021,1
104,1,Mercato,1,102.36210932210136,4.5,70,51.45189873545465,1
105,2,Mercato,1,146.8466394044018,3,150,57.163481634490516,1
106,1,Mercato,0,NA,3,70,67.05938522546894,0
107,2,Mercato,1,209.3092835316582,3.5,150,56.05130025096919,0
108,1,Mercato,1,72.72680775582879,4.5,70,81.44170753485866,0
109,2,Mercato,0,NA,3.5,150,61.26747066322594,0
110,1,Mercato,0,NA,4.5,70,61.37010879470147,1
111,2,Mercato,1,196.4252172980962,4,150,56.24448936251111,0
112,1,Mercato,1,102.0777514381074,4.5,70,56.41606855545249,0
113,2,Mercato,0,NA,4,150,58.557797443830474,1
114,1,Mercato,1,82.1105155890159,4.5,70,57.77868222029532,1
115,2,Mercato,1,170.08280788135417,3.5,150,60.67040590612676,0
1,1,InstaCart,0,NA,4.5,70,52.8312231971293,0
2,2,InstaCart,1,172.9235897665413,3.5,150,57.407893232376374,0
3,1,InstaCart,0,NA,4,70,57.368787615409516,1
4,2,InstaCart,0,NA,3.5,150,62.657627954505784,1
5,1,InstaCart,1,53.251975872312,4,70,62.95139633156185,0
6,2,InstaCart,0,NA,3,150,59.075139171189335,0
7,1,InstaCart,1,90.62841772295675,4.5,70,68.080143652108,1
8,2,InstaCart,0,NA,4.5,150,52.671760731818566,0
9,1,InstaCart,1,99.42800431290027,3.5,70,59.94200754996573,0
10,2,InstaCart,0,NA,3.5,150,62.32610008420515,1
11,1,InstaCart,1,89.3405759145071,3.5,70,57.69181524699042,1
12,2,InstaCart,1,139.73817969395395,2.5,150,58.89102068689148,1
13,1,InstaCart,1,73.30822145741101,3.5,70,55.84009551533354,0
14,2,InstaCart,0,NA,4,150,58.434620234593204,1
15,1,InstaCart,1,54.17396153946213,4.5,70,60.34265975951745,0
16,2,InstaCart,0,NA,4,150,54.85000218622464,0
17,1,InstaCart,1,96.0531030110204,4,70,58.420867652508825,0
18,2,InstaCart,1,128.9231699420484,3,150,59.07625877382892,0
19,1,InstaCart,1,61.7805519888905,4,70,56.65976231952022,0
20,2,InstaCart,1,149.25148654818153,2.5,150,50.83313863732786,0
21,1,InstaCart,0,NA,3.5,70,66.90857846919037,0
22,2,InstaCart,1,146.5518457749452,4,150,63.89401105231431,1
23,1,InstaCart,1,51.0633983326002,3.5,70,62.29441303164931,1
24,2,InstaCart,1,140.60271545256276,4,150,60.31924010449971,1
25,1,InstaCart,1,74.03027404586426,4,70,56.8836730768576,1
26,2,InstaCart,1,198.67461361529462,4,150,66.18839545702181,0
27,1,InstaCart,0,NA,3.5,70,63.31471403083208,0
28,2,InstaCart,0,NA,3.5,150,59.21176548754748,0
29,1,InstaCart,1,59.62889453917785,4.5,70,60.93255052278355,0
30,2,InstaCart,0,NA,4,150,50.66101430963953,1
31,1,InstaCart,1,46.842074950982365,3.5,70,54.86058708673077,0
32,2,InstaCart,0,NA,3,150,73.94774608808211,1
33,1,InstaCart,1,57.8414433716614,3.5,70,67.00348616530046,1
34,2,InstaCart,0,NA,3.5,150,67.54180605094896,0
35,1,InstaCart,0,NA,4,70,58.283148002282545,1
36,2,InstaCart,1,156.52186442884414,3,150,70.99318734865855,1
37,1,InstaCart,1,113.92269605011833,4,70,55.645023813367516,1
38,2,InstaCart,0,NA,2.5,150,51.432981940984334,1
39,1,InstaCart,1,60.286789620229776,3,70,61.436073617206034,1
40,2,InstaCart,0,NA,2,150,59.09613393391545,0
41,1,InstaCart,1,138.531496625179,4.5,70,68.07875542051481,1
42,2,InstaCart,1,193.20447493319483,2.5,150,67.06048621281474,1
43,1,InstaCart,1,53.03157437185753,3.5,70,72.44877495910556,0
44,2,InstaCart,1,183.05492746468585,3,150,50.57679452948899,1
45,1,InstaCart,1,67.39889252249259,4,70,65.56063510509962,0
46,2,InstaCart,1,187.6977010128662,2.5,150,53.90990624537545,1
47,1,InstaCart,1,53.7905590859061,3.5,70,64.75942177928927,0
48,2,InstaCart,0,NA,3.5,150,67.16845111508763,0
49,1,InstaCart,1,38.97385119875807,4,70,56.483019741148205,1
50,2,InstaCart,1,194.3790408402793,4,150,54.192855470931804,0
51,1,InstaCart,1,81.51362383054003,4,70,57.42569485485249,0
52,2,InstaCart,1,145.27502356767678,3,150,54.28516317368353,0
53,1,InstaCart,1,125.98190116510463,3.5,70,51.903959255491266,0
54,2,InstaCart,0,NA,4,150,64.76254699336364,0
55,1,InstaCart,1,46.035755804878576,4,70,52.54867909271153,1
56,2,InstaCart,0,NA,4,150,56.390747958945646,1
57,1,InstaCart,0,NA,4,70,51.46457004577012,1
58,2,InstaCart,1,153.29468583861416,3.5,150,55.607490896596836,1
59,1,InstaCart,1,39.037773071497924,4.5,70,56.11320753039666,1
60,2,InstaCart,0,NA,4.5,150,62.658683636050824,1
61,1,InstaCart,1,76.19103124816627,4,70,55.9919232047055,1
62,2,InstaCart,1,157.67411836199702,3,150,51.53396893578753,1
63,1,InstaCart,1,124.12312120668489,4,70,58.204963858125154,1
64,2,InstaCart,0,NA,3.5,150,50.130293613651276,0
65,1,InstaCart,1,86.89194805171049,3,70,56.7493394759172,0
66,2,InstaCart,0,NA,3,150,54.982433509119595,1
67,1,InstaCart,1,31.73831247442095,4.5,70,58.00017934817138,0
68,2,InstaCart,1,179.3781126125413,2,150,60.01418980090004,0
69,1,InstaCart,1,93.27428889194151,3,70,54.513844495895704,1
70,2,InstaCart,1,195.7383972399839,4,150,50.44951164618462,1
71,1,InstaCart,1,32.31465908414636,4,70,77.40687335088407,0
72,2,InstaCart,1,189.23791978162257,2.5,150,54.26704151288882,0
73,1,InstaCart,1,49.7255259201735,4,70,57.826380912724225,0
74,2,InstaCart,0,NA,3,150,52.105763423238024,0
75,1,InstaCart,1,97.4902766266144,4,70,57.33947373074173,1
76,2,InstaCart,1,146.6901951007178,3.5,150,55.938111740190486,0
77,1,InstaCart,1,56.557241753729656,4,70,68.17020829854067,0
78,2,InstaCart,0,NA,4,150,64.63886557558448,1
79,1,InstaCart,1,45.143279550683516,4,70,63.81503207053066,0
80,2,InstaCart,0,NA,3,150,53.766763784871706,0
81,1,InstaCart,1,40.178817192797084,4.5,70,59.537384002017106,0
82,2,InstaCart,0,NA,3,150,65.99832324829802,0
83,1,InstaCart,1,183.53320490295292,4.5,70,53.17273512241786,1
84,2,InstaCart,0,NA,2,150,67.09560424315272,1
85,1,InstaCart,0,NA,3,70,53.829728566457185,0
86,2,InstaCart,1,172.43809357823798,3.5,150,73.57155410160885,1
87,1,InstaCart,1,53.26005895476427,4.5,70,68.2516733761288,1
88,2,InstaCart,1,179.32605573986694,3.5,150,52.08413438498683,0
89,1,InstaCart,1,87.70503771502483,3.5,70,55.7302351830979,1
90,2,InstaCart,1,146.91808017694623,2.5,150,53.344605883870244,1
91,1,InstaCart,1,66.6086471005702,4,70,50.715409919599495,0
92,2,InstaCart,1,150.75801533948203,3.5,150,60.356676964519224,1
93,1,InstaCart,1,51.59099512043461,4,70,56.46134204577878,0
94,2,InstaCart,1,232.1246320779506,3.5,150,62.260102638877854,1
95,1,InstaCart,0,NA,4.5,70,66.84466513365317,0
96,2,InstaCart,0,NA,3,150,58.48390909094675,0
97,1,InstaCart,1,68.9221840736877,3.5,70,60.7927248522078,1
98,2,InstaCart,0,NA,3,150,61.035179797790235,0
99,1,InstaCart,1,69.77731551481567,3.5,70,66.0043570352043,0
100,2,InstaCart,1,232.0107950934487,2.5,150,53.66496407562226,0
101,1,InstaCart,1,64.21596450690885,4.5,70,68.95757438821158,0
102,2,InstaCart,1,162.5082620426443,4,150,68.99996070943119,1
103,1,InstaCart,1,145.3112829547744,3.5,70,67.67941504282021,1
104,2,InstaCart,0,NA,4,150,51.45189873545465,1
105,1,InstaCart,0,NA,4,70,57.163481634490516,1
106,2,InstaCart,1,198.84625199362512,3,150,67.05938522546894,0
107,1,InstaCart,1,158.75977952049186,3.5,70,56.05130025096919,0
108,2,InstaCart,0,NA,3.5,150,81.44170753485866,0
109,1,InstaCart,1,108.94686744405004,4.5,70,61.26747066322594,0
110,2,InstaCart,1,179.4207577407169,3,150,61.37010879470147,1
111,1,InstaCart,1,115.43135607656629,4.5,70,56.24448936251111,0
112,2,InstaCart,1,212.84045387442947,2.5,150,56.41606855545249,0
113,1,InstaCart,1,38.31795423173416,4,70,58.557797443830474,1
114,2,InstaCart,1,191.03855589190815,3,150,57.77868222029532,1
115,1,InstaCart,1,124.51747944530851,4.5,70,60.67040590612676,0
1,2,InstaCart,1,197.62586594266756,3,150,52.8312231971293,0
2,1,InstaCart,1,48.202694169733654,3.5,70,57.407893232376374,0
3,2,InstaCart,1,169.04883371344428,3.5,150,57.368787615409516,1
4,1,InstaCart,1,99.06110854433248,4,70,62.657627954505784,1
5,2,InstaCart,0,NA,2,150,62.95139633156185,0
6,1,InstaCart,1,59.48676479231184,4,70,59.075139171189335,0
7,2,InstaCart,1,227.78238604866868,3,150,68.080143652108,1
8,1,InstaCart,0,NA,4,70,52.671760731818566,0
9,2,InstaCart,0,NA,4,150,59.94200754996573,0
10,1,InstaCart,1,109.01464338803186,4,70,62.32610008420515,1
11,2,InstaCart,0,NA,4,150,57.69181524699042,1
12,1,InstaCart,1,46.5540291918364,4.5,70,58.89102068689148,1
13,2,InstaCart,0,NA,3.5,150,55.84009551533354,0
14,1,InstaCart,0,NA,4.5,70,58.434620234593204,1
15,2,InstaCart,0,NA,4,150,60.34265975951745,0
16,1,InstaCart,0,NA,4,70,54.85000218622464,0
17,2,InstaCart,1,194.53584551125465,3,150,58.420867652508825,0
18,1,InstaCart,1,41.043027114579516,4,70,59.07625877382892,0
19,2,InstaCart,1,138.90103339029747,2.5,150,56.65976231952022,0
20,1,InstaCart,0,NA,3,70,50.83313863732786,0
21,2,InstaCart,0,NA,4,150,66.90857846919037,0
22,1,InstaCart,1,155.10440550992112,4,70,63.89401105231431,1
23,2,InstaCart,1,170.7489882242228,2.5,150,62.29441303164931,1
24,1,InstaCart,1,41.12822650832911,3.5,70,60.31924010449971,1
25,2,InstaCart,1,223.25673685638728,3.5,150,56.8836730768576,1
26,1,InstaCart,1,122.16933283696983,3.5,70,66.18839545702181,0
27,2,InstaCart,1,182.34022703649362,3.5,150,63.31471403083208,0
28,1,InstaCart,1,45.4421324632449,3.5,70,59.21176548754748,0
29,2,InstaCart,0,NA,3.5,150,60.93255052278355,0
30,1,InstaCart,0,NA,4,70,50.66101430963953,1
31,2,InstaCart,0,NA,3,150,54.86058708673077,0
32,1,InstaCart,1,74.22846319155926,3.5,70,73.94774608808211,1
33,2,InstaCart,1,177.84540859012745,3,150,67.00348616530046,1
