par,task,platform,completion,time,satisfaction,tspec,age,gender,confidence
106,2,InstaCart,1,198.84625199362512,3,150,67.05938522546894,0,3.8080689023159113
107,1,InstaCart,1,158.75977952049186,3.5,70,56.05130025096919,0,4.1002614975862235
108,2,InstaCart,0,NA,3.5,150,81.44170753485866,0,2.890470030949488
109,1,InstaCart,1,108.94686744405004,4.5,70,61.26747066322594,0,4.639691899951434
110,2,InstaCart,1,179.4207577407169,3,150,61.37010879470147,1,3.7285213463029754
111,1,InstaCart,1,115.43135607656629,4.5,70,56.24448936251111,0,4.570949346603081
112,2,InstaCart,1,212.84045387442947,2.5,150,56.41606855545249,0,3.8666720121585323
113,1,InstaCart,1,38.31795423173416,4,70,58.557797443830474,1,4.513664128513581
114,2,InstaCart,1,191.03855589190815,3,150,57.77868222029532,1,4.20495790097528
115,1,InstaCart,1,124.51747944530851,4.5,70,60.67040590612676,0,4.8115275390919106
1,2,InstaCart,1,197.62586594266756,3,150,52.8312231971293,0,4.288612213778168
2,1,InstaCart,1,48.202694169733654,3.5,70,57.407893232376374,0,4.346947450920961
3,2,InstaCart,1,169.04883371344428,3.5,150,57.368787615409516,1,3.320471386799788
4,1,InstaCart,1,99.06110854433248,4,70,62.657627954505784,1,4.136563995930165
5,2,InstaCart,0,NA,2,150,62.95139633156185,0,3.8298217278439477
6,1,InstaCart,1,59.48676479231184,4,70,59.075139171189335,0,4.328864552776183
7,2,InstaCart,1,227.78238604866868,3,150,68.080143652108,1,4.1346620654421935
8,1,InstaCart,0,NA,4,70,52.671760731818566,0,4.219774329831613
9,2,InstaCart,0,NA,4,150,59.94200754996573,0,3.241410853882579
10,1,InstaCart,1,109.01464338803186,4,70,62.32610008420515,1,4.695326438463936
11,2,InstaCart,0,NA,4,150,57.69181524699042,1,4.1043800773656525
12,1,InstaCart,1,46.5540291918364,4.5,70,58.89102068689148,1,3.8510305598640935
13,2,InstaCart,0,NA,3.5,150,55.84009551533354,0,2.9500782513244377
14,1,InstaCart,0,NA,4.5,70,58.434620234593204,1,4.975110430063749
15,2,InstaCart,0,NA,4,150,60.34265975951745,0,3.768965235929344
16,1,InstaCart,0,NA,4,70,54.85000218622464,0,4.008059498082285
17,2,InstaCart,1,194.53584551125465,3,150,58.420867652508825,0,4.272180517149986
18,1,InstaCart,1,41.043027114579516,4,70,59.07625877382892,0,3.302475434425018
19,2,InstaCart,1,138.90103339029747,2.5,150,56.65976231952022,0,3.5914869507558493
20,1,InstaCart,0,NA,3,70,50.83313863732786,0,4.469334711834121
21,2,InstaCart,0,NA,4,150,66.90857846919037,0,3.5198246416942762
22,1,InstaCart,1,155.10440550992112,4,70,63.89401105231431,1,4.090501442888333
23,2,InstaCart,1,170.7489882242228,2.5,150,62.29441303164931,1,3.0237551342932716
24,1,InstaCart,1,41.12822650832911,3.5,70,60.31924010449971,1,4.101669896343348
25,2,InstaCart,1,223.25673685638728,3.5,150,56.8836730768576,1,2.4796493217327016
26,1,InstaCart,1,122.16933283696983,3.5,70,66.18839545702181,0,4.142683743660648
27,2,InstaCart,1,182.34022703649362,3.5,150,63.31471403083208,0,4.1169917992873915
28,1,InstaCart,1,45.4421324632449,3.5,70,59.21176548754748,0,4.079626436025273
29,2,InstaCart,0,NA,3.5,150,60.93255052278355,0,3.6511519722835226
30,1,InstaCart,0,NA,4,70,50.66101430963953,1,3.6605188718482298
31,2,InstaCart,0,NA,3,150,54.86058708673077,0,3.368319662816619
32,1,InstaCart,1,74.22846319155926,3.5,70,73.94774608808211,1,4.3920612711463685
33,2,InstaCart,1,177.84540859012745,3,150,67.00348616530046,1,3.067109180694506
34,1,InstaCart,1,62.76337242907715,3.5,70,67.54180605094896,0,3.760115201733843
35,2,InstaCart,0,NA,2.5,150,58.283148002282545,1,2.87813278234185
36,1,InstaCart,1,101.47750450200334,4,70,70.99318734865855,1,4.743783190700945
37,2,InstaCart,0,NA,3.5,150,55.645023813367516,1,3.917910749454233
38,1,InstaCart,1,85.49312905898351,3.5,70,51.432981940984334,1,4.2114069486029875
39,2,InstaCart,0,NA,4.5,150,61.436073617206034,1,3.8823607497085013
40,1,InstaCart,1,102.22379847456648,4.5,70,59.09613393391545,0,4.484388233659167
41,2,InstaCart,1,186.42749048538423,2,150,68.07875542051481,1,3.4175462007528585
42,1,InstaCart,1,115.38738907414773,3,70,67.06048621281474,1,4.495440202352433
43,2,InstaCart,0,NA,4,150,72.44877495910556,0,4.1371537237354135
44,1,InstaCart,1,137.80596360505817,4.5,70,50.57679452948899,1,4.7492039990917565
45,2,InstaCart,1,147.18436341621515,3.5,150,65.56063510509962,0,2.4989667917917897
46,1,InstaCart,0,NA,4,70,53.90990624537545,1,3.4748863879553866
47,2,InstaCart,1,139.7159860742797,3,150,64.75942177928927,0,3.6389550454913957
48,1,InstaCart,0,NA,4,70,67.16845111508763,0,3.7806345630363296
49,2,InstaCart,1,178.48482787790724,3.5,150,56.483019741148205,1,3.9129192357853495
50,1,InstaCart,1,105.55539680495757,4,70,54.192855470931804,0,3.8543046991771988
51,2,InstaCart,0,NA,3.5,150,57.42569485485249,0,4.646781713241448
52,1,InstaCart,1,33.248064542835856,4,70,54.28516317368353,0,4.109985009827044
53,2,InstaCart,1,240.15554019033573,2,150,51.903959255491266,0,3.5852444617454666
54,1,InstaCart,1,112.1935522467509,4.5,70,64.76254699336364,0,4.136088714921642
55,2,InstaCart,0,NA,2.5,150,52.54867909271153,1,3.405184384599974
56,1,InstaCart,0,NA,3,70,56.390747958945646,1,4.028022283550114
57,2,InstaCart,1,209.84315040296488,4,150,51.46457004577012,1,4.1846551258772084
58,1,InstaCart,0,NA,4,70,55.607490896596836,1,3.868714668352714
59,2,InstaCart,1,152.0697332035868,4,150,56.11320753039666,1,3.034330587114182
60,1,InstaCart,1,131.9295143274425,4,70,62.658683636050824,1,4.354105378008456
61,2,InstaCart,1,172.39123952967344,4,150,55.9919232047055,1,3.6799740621665697
62,1,InstaCart,1,38.23417000690536,4.5,70,51.53396893578753,1,3.7110891180884247
63,2,InstaCart,1,170.03056090396134,4,150,58.204963858125154,1,2.8230042769742094
64,1,InstaCart,1,55.27369261094325,4,70,50.130293613651276,0,3.198851367544805
65,2,InstaCart,1,194.8647006209136,3,150,56.7493394759172,0,3.5613701868392598
66,1,InstaCart,1,103.93395673413207,4,70,54.982433509119595,1,4.422041458205685
67,2,InstaCart,1,156.17724014005142,3,150,58.00017934817138,0,3.8791422167573777
68,1,InstaCart,1,80.48009652196758,4.5,70,60.01418980090004,0,4.1872870910754
69,2,InstaCart,0,NA,3.5,150,54.513844495895704,1,3.28147512335754
70,1,InstaCart,1,148.98173816759052,4.5,70,50.44951164618462,1,4.194429481843179
71,2,InstaCart,1,183.30014374952887,2,150,77.40687335088407,0,2.986854331477141
72,1,InstaCart,0,NA,4.5,70,54.26704151288882,0,4.050798320792583
73,2,InstaCart,0,NA,3.5,150,57.826380912724225,0,2.8961092667906496
74,1,InstaCart,1,130.01099452670496,3.5,70,52.105763423238024,0,4.019096711582153
75,2,InstaCart,0,NA,2.5,150,57.33947373074173,1,2.9321409105424197
76,1,InstaCart,1,130.49013991826735,4,70,55.938111740190486,0,4.172464713735926
77,2,InstaCart,0,NA,3.5,150,68.17020829854067,0,3.36601331983785
78,1,InstaCart,1,82.06348285958366,4.5,70,64.63886557558448,1,3.635649794021254
79,2,InstaCart,1,169.63750443243035,3.5,150,63.81503207053066,0,3.351513647147545
80,1,InstaCart,1,67.60148001108348,3.5,70,53.766763784871706,0,3.930714531297411
81,2,InstaCart,0,NA,3,150,59.537384002017106,0,3.4846550654866757
82,1,InstaCart,1,122.40432759097285,4.5,70,65.99832324829802,0,4.186339184837575
83,2,InstaCart,1,203.1410080892507,4,150,53.17273512241786,1,4.217383078670341
84,1,InstaCart,1,109.61924264873733,4,70,67.09560424315272,1,4.030079321908176
85,2,InstaCart,1,172.26454872908482,2.5,150,53.829728566457185,0,4.312336085201676
86,1,InstaCart,1,109.59275436529512,4,70,73.57155410160885,1,3.9147051599040124
87,2,InstaCart,1,123.82815616422775,2.5,150,68.2516733761288,1,4.01895721426305
88,1,InstaCart,1,119.33721598871645,4.5,70,52.08413438498683,0,4.546894687877225
89,2,InstaCart,1,156.5389822270974,3.5,150,55.7302351830979,1,3.578091780272409
90,1,InstaCart,1,111.99814975929637,4.5,70,53.344605883870244,1,3.784711553239092
91,2,InstaCart,1,167.62844282807185,4.5,150,50.715409919599495,0,3.707422827077278
92,1,InstaCart,1,38.13974068199522,4,70,60.356676964519224,1,4.124002241416196
93,2,InstaCart,1,191.83183690904306,3.5,150,56.46134204577878,0,3.5626117928859764
94,1,InstaCart,1,42.70515800544449,4,70,62.260102638877854,1,4.092717629643741
95,2,InstaCart,0,NA,2,150,66.84466513365317,0,4.482744310123796
96,1,InstaCart,1,101.06206298247812,3,70,58.48390909094675,0,4.050138968972823
97,2,InstaCart,1,164.9517329159632,2.5,150,60.7927248522078,1,3.468502513888652
98,1,InstaCart,0,NA,4.5,70,61.035179797790235,0,4.143141849916634
99,2,InstaCart,0,NA,3.5,150,66.0043570352043,0,3.9054752437614106
100,1,InstaCart,1,63.921205902027125,4,70,53.66496407562226,0,4.685194520398478
101,2,InstaCart,0,NA,3.5,150,68.95757438821158,0,3.406665446583922
102,1,InstaCart,1,59.709628312834255,4,70,68.99996070943119,1,4.5297169783423445
103,2,InstaCart,1,183.23472349670334,3.5,150,67.67941504282021,1,3.612168407792583
104,1,InstaCart,1,33.83711176413061,4,70,51.45189873545465,1,4.227033928313231
105,2,InstaCart,1,155.51807324331986,3.5,150,57.163481634490516,1,4.080382682932514
106,1,InstaCart,0,NA,4,70,67.05938522546894,0,4.276350715570543
107,2,InstaCart,0,NA,3,150,56.05130025096919,0,2.6989410778682017
108,1,InstaCart,1,80.26433172560291,4,70,81.44170753485866,0,4.4988126785453035
109,2,InstaCart,1,200.75725957013495,2,150,61.26747066322594,0,4.015172421725593
110,1,InstaCart,1,144.2258357216775,4.5,70,61.37010879470147,1,4.213665709578972
111,2,InstaCart,0,NA,3.5,150,56.24448936251111,0,3.1249716110948853
112,1,InstaCart,1,77.54199755171949,4.5,70,56.41606855545249,0,3.6576971683677626
113,2,InstaCart,0,NA,3,150,58.557797443830474,1,3.9361791803964494
114,1,InstaCart,1,61.18507986459314,3.5,70,57.77868222029532,1,4.260120913888961
115,2,InstaCart,1,166.81855184214032,3.5,150,60.67040590612676,0,3.1530784775872682
1,1,Mercato,0,NA,4,70,52.8312231971293,0,4.998611724648897
2,2,Mercato,1,164.41643022938877,4,150,57.407893232376374,0,2.2022332109420475
3,1,Mercato,1,117.27204095289588,4.5,70,57.368787615409516,1,3.979412802113529
4,2,Mercato,1,140.96455965359112,4.5,150,62.657627954505784,1,4.233709330392588
5,1,Mercato,1,88.31145752760786,3.5,70,62.95139633156185,0,4.8420584212369215
6,2,Mercato,1,150.5910927888512,4,150,59.075139171189335,0,3.2143644386213177
7,1,Mercato,1,65.03933812706215,4,70,68.080143652108,1,4.933979159909694
8,2,Mercato,1,213.3777311295039,4,150,52.671760731818566,0,2.6074038955809455
9,1,Mercato,1,74.70976027155822,4.5,70,59.94200754996573,0,4.517247011046065
10,2,Mercato,0,NA,4.5,150,62.32610008420515,1,2.8742678330146
11,1,Mercato,1,70.48516005940431,4.5,70,57.69181524699042,1,4.0622495215559375
12,2,Mercato,1,208.4132080274086,4,150,58.89102068689148,1,2.560768993113024
13,1,Mercato,1,68.66839354554813,3.5,70,55.84009551533354,0,4.799961505954213
14,2,Mercato,1,187.10809404217707,3.5,150,58.434620234593204,1,3.9180745280707523
15,1,Mercato,0,NA,3.5,70,60.34265975951745,0,4.7466044916517385
16,2,Mercato,1,173.38949529424252,4.5,150,54.85000218622464,0,2.9062501323007925
17,1,Mercato,1,103.6078656575303,4.5,70,58.420867652508825,0,4.908803872557972
18,2,Mercato,1,175.94227186019828,3.5,150,59.07625877382892,0,2.7530676443354585
19,1,Mercato,1,101.37535995609208,4.5,70,56.65976231952022,0,4.710240454001857
20,2,Mercato,1,160.26948145215647,4.5,150,50.83313863732786,0,3.0007759616020784
21,1,Mercato,1,86.29966900603094,4.5,70,66.90857846919037,0,4.169355822252337
22,2,Mercato,1,148.49136426208173,3.5,150,63.89401105231431,1,3.3165367404294916
23,1,Mercato,1,78.2908216963563,4,70,62.29441303164931,1,4.695819696157536
24,2,Mercato,1,181.83085402085445,4,150,60.31924010449971,1,2.88679027466405
25,1,Mercato,1,98.57763125919998,4,70,56.8836730768576,1,4.619769805610054
26,2,Mercato,1,189.28260733335037,4,150,66.18839545702181,0,2.447063404096913
27,1,Mercato,1,137.60924039630552,4.5,70,63.31471403083208,0,4.275723451025563
28,2,Mercato,1,183.30937858502048,4,150,59.21176548754748,0,3.2881832909290614
29,1,Mercato,1,111.46851346130623,4,70,60.93255052278355,0,4.0511948381559435
30,2,Mercato,1,161.27192537372326,4.5,150,50.66101430963953,1,3.1825669595058326
31,1,Mercato,1,93.236680154411,3.5,70,54.86058708673077,0,4.20559869560172
32,2,Mercato,0,NA,3.5,150,73.94774608808211,1,3.3173435639055002
33,1,Mercato,1,114.27841130882184,4,70,67.00348616530046,1,3.9838322859374067
34,2,Mercato,1,193.06171561911373,3.5,150,67.54180605094896,0,2.983013010422178
35,1,Mercato,1,60.238832988911,4.5,70,58.283148002282545,1,4.762210043337578
36,2,Mercato,1,159.8971176841481,4.5,150,70.99318734865855,1,2.4201654820361167
37,1,Mercato,1,101.30169305061996,4,70,55.645023813367516,1,4.410908734800039
38,2,Mercato,1,155.71037998806943,2.5,150,51.432981940984334,1,3.360480681359131
39,1,Mercato,1,55.88546887934136,4,70,61.436073617206034,1,4.641813878274295
40,2,Mercato,1,148.71404687986586,3,150,59.09613393391545,0,3.1675665377470024
41,1,Mercato,1,104.37665802211103,4,70,68.07875542051481,1,4.803878430368731
42,2,Mercato,1,150.11148467756084,3.5,150,67.06048621281474,1,2.8490204411464775
43,1,Mercato,1,81.43572839261952,4,70,72.44877495910556,0,4.984833760564343
44,2,Mercato,1,207.31559216293417,3.5,150,50.57679452948899,1,2.7261253288955096
45,1,Mercato,1,97.80348333923122,4.5,70,65.56063510509962,0,4.955622756222349
46,2,Mercato,0,NA,3.5,150,53.90990624537545,1,3.177542332624725
47,1,Mercato,1,93.13887621133672,4.5,70,64.75942177928927,0,4.950752146978106
48,2,Mercato,1,185.5258308599627,4,150,67.16845111508763,0,3.494852619079068
49,1,Mercato,1,154.42627779149166,4,70,56.483019741148205,1,4.09728404634591
50,2,Mercato,0,NA,3.5,150,54.192855470931804,0,2.9512792880394665
51,1,Mercato,1,84.92685917346093,4,70,57.42569485485249,0,4.4714571124246945
52,2,Mercato,0,NA,3.5,150,54.28516317368353,0,3.56072825839465
53,1,Mercato,1,110.8667748920026,3.5,70,51.903959255491266,0,4.376612703747444
54,2,Mercato,0,NA,3,150,64.76254699336364,0,2.7747825135686073
55,1,Mercato,1,71.08221876114784,4.5,70,52.54867909271153,1,4.980367167659527
56,2,Mercato,1,183.86891773820864,4.5,150,56.390747958945646,1,3.819043708939327
57,1,Mercato,1,87.19857150626028,3.5,70,51.46457004577012,1,4.887200701944945
58,2,Mercato,1,221.1160227080232,4.5,150,55.607490896596836,1,3.436170020169336
59,1,Mercato,1,94.40703591752465,4.5,70,56.11320753039666,1,4.49703765700139
60,2,Mercato,1,197.07352548385234,4,150,62.658683636050824,1,2.4277246860697974
61,1,Mercato,1,91.09495056186782,3.5,70,55.9919232047055,1,4.590797013398119
62,2,Mercato,1,162.57099726662614,3,150,51.53396893578753,1,3.413645163856077
63,1,Mercato,1,105.81947477932947,3.5,70,58.204963858125154,1,4.1439486687120075
64,2,Mercato,1,136.1732881154993,4.5,150,50.130293613651276,0,3.2107994245776017
65,1,Mercato,1,92.17388112007313,4,70,56.7493394759172,0,4.948907305044313
66,2,Mercato,1,194.54192718530865,3.5,150,54.982433509119595,1,2.811931329711846
67,1,Mercato,1,130.01039188050572,4,70,58.00017934817138,0,4.684141093622313
68,2,Mercato,1,128.90662517944372,4.5,150,60.01418980090004,0,1.852838113012742
69,1,Mercato,0,NA,4.5,70,54.513844495895704,1,4.771273280934499
70,2,Mercato,0,NA,4,150,50.44951164618462,1,2.7027078272313503
71,1,Mercato,1,117.25970415284388,4,70,77.40687335088407,0,4.787918027883827
72,2,Mercato,0,NA,3,150,54.26704151288882,0,2.83531097345018
73,1,Mercato,1,115.64795505576119,4.5,70,57.826380912724225,0,3.6872109914279694
74,2,Mercato,0,NA,4,150,52.105763423238024,0,2.9254002162516475
75,1,Mercato,1,96.77455061176086,4,70,57.33947373074173,1,4.587376652737148
76,2,Mercato,1,148.43916561425422,3,150,55.938111740190486,0,3.046268119633778
77,1,Mercato,1,74.82021378734186,4.5,70,68.17020829854067,0,3.946539331300385
78,2,Mercato,1,223.09037770715057,4,150,64.63886557558448,1,2.692533388372243
79,1,Mercato,1,142.8000202147441,4,70,63.81503207053066,0,4.7882130720593885
80,2,Mercato,1,141.5457556121422,3.5,150,53.766763784871706,0,2.6470109582442083
81,1,Mercato,1,87.07816454236344,4.5,70,59.537384002017106,0,4.095529431858074
82,2,Mercato,1,151.28024483460527,4,150,65.99832324829802,0,3.4697518846790194
83,1,Mercato,0,NA,3.5,70,53.17273512241786,1,4.509788821081532
84,2,Mercato,1,181.27115279233084,4.5,150,67.09560424315272,1,2.8131217446985657
85,1,Mercato,1,63.31808809751446,4.5,70,53.829728566457185,0,4.716606720394437
86,2,Mercato,1,157.00395614967275,3.5,150,73.57155410160885,1,2.774674249613122
87,1,Mercato,1,90.55199352776954,4,70,68.2516733761288,1,4.81463542238666
88,2,Mercato,1,201.3329038401915,4.5,150,52.08413438498683,0,2.7916532767175712
89,1,Mercato,1,46.19531532487668,4.5,70,55.7302351830979,1,4.98918877406392
90,2,Mercato,0,NA,4,150,53.344605883870244,1,2.757423077837785
91,1,Mercato,1,70.60495770502435,3,70,50.715409919599495,0,4.7937668907000885
92,2,Mercato,1,187.24988364749285,3.5,150,60.356676964519224,1,2.852370733809239
93,1,Mercato,1,114.94249930142945,4,70,56.46134204577878,0,4.489593374612312
94,2,Mercato,1,192.56429721302862,3,150,62.260102638877854,1,3.5937881288230056
95,1,Mercato,1,123.25513478979663,3.5,70,66.84466513365317,0,4.939180395537123
96,2,Mercato,0,NA,4,150,58.48390909094675,0,3.60309617116984
97,1,Mercato,1,90.28634963031081,4,70,60.7927248522078,1,4.661775900534757
98,2,Mercato,0,NA,4.5,150,61.035179797790235,0,3.644963124557978
99,1,Mercato,1,89.59477816011938,3.5,70,66.0043570352043,0,3.2469244379745055
100,2,Mercato,1,175.57546708912687,3,150,53.66496407562226,0,3.4247419432236255
101,1,Mercato,0,NA,4,70,68.95757438821158,0,4.028983900091616
102,2,Mercato,1,178.86672242925837,4.5,150,68.99996070943119,1,2.2727559247125115
103,1,Mercato,0,NA,4.5,70,67.67941504282021,1,3.897269960563566
104,2,Mercato,1,160.54496248918724,4,150,51.45189873545465,1,2.6033455300533666
105,1,Mercato,1,77.10044849560626,4,70,57.163481634490516,1,4.711604875583306
106,2,Mercato,1,177.6052516019241,3.5,150,67.05938522546894,0,3.4258225984622124
107,1,Mercato,1,44.01196087793078,3.5,70,56.05130025096919,0,4.980053655411414
108,2,Mercato,0,NA,3,150,81.44170753485866,0,3.319981418117444
109,1,Mercato,1,60.2631204062072,4,70,61.26747066322594,0,4.300094068247086
110,2,Mercato,1,184.69924515894152,3.5,150,61.37010879470147,1,3.298182218055242
111,1,Mercato,1,66.38766191600506,3.5,70,56.24448936251111,0,4.76152980415357
112,2,Mercato,1,194.40684049055864,4,150,56.41606855545249,0,3.0833155893828774
113,1,Mercato,1,116.29655544531361,4,70,58.557797443830474,1,4.716352917774758
114,2,Mercato,1,163.80017646445202,3.5,150,57.77868222029532,1,3.3541693593538104
115,1,Mercato,1,63.81143749767504,4,70,60.67040590612676,0,4.934559575662006
1,2,Mercato,0,NA,3.5,150,52.8312231971293,0,3.6236211504129456
2,1,Mercato,1,78.04391632077564,3.5,70,57.407893232376374,0,4.128359009530743
3,2,Mercato,0,NA,4,150,57.368787615409516,1,3.1359603689292315
4,1,Mercato,1,93.41493521157197,3.5,70,62.657627954505784,1,4.716872394284452
5,2,Mercato,1,137.14515340053163,4.5,150,62.95139633156185,0,2.7634464864885753
6,1,Mercato,1,75.70056235393349,4,70,59.075139171189335,0,4.611110461491283
7,2,Mercato,1,179.41794506468804,3.5,150,68.080143652108,1,3.1405104771886836
8,1,Mercato,0,NA,4.5,70,52.671760731818566,0,4.875963116136154
9,2,Mercato,0,NA,4.5,150,59.94200754996573,0,3.404200143329533
10,1,Mercato,1,36.46089328008379,4.5,70,62.32610008420515,1,4.422226740398185
11,2,Mercato,1,171.5829651187758,3.5,150,57.69181524699042,1,3.045198325110026
12,1,Mercato,0,NA,4,70,58.89102068689148,1,4.534496846717325
13,2,Mercato,1,148.54825090328154,2.5,150,55.84009551533354,0,3.386963505751415
14,1,Mercato,1,98.11117790922982,4.5,70,58.434620234593204,1,4.809246576901119
15,2,Mercato,1,176.8591861902796,4.5,150,60.34265975951745,0,3.734157940388209
16,1,Mercato,1,106.29228538938101,4,70,54.85000218622464,0,4.491856002531193
17,2,Mercato,1,154.36162894268006,3.5,150,58.420867652508825,0,4.038431755954251
18,1,Mercato,0,NA,4,70,59.07625877382892,0,4.744914942367444
19,2,Mercato,1,173.35954610742823,4.5,150,56.65976231952022,0,3.063134247984336
20,1,Mercato,0,NA,4.5,70,50.83313863732786,0,4.646476679496001
21,2,Mercato,1,171.1492651310548,4.5,150,66.90857846919037,0,3.678914275990789
22,1,Mercato,1,93.64388499031529,4,70,63.89401105231431,1,4.927013705492853
23,2,Mercato,1,168.3549308650043,3.5,150,62.29441303164931,1,2.8373608075964594
24,1,Mercato,1,57.61784459063265,4,70,60.31924010449971,1,4.846000800138847
25,2,Mercato,1,160.85952053585956,4.5,150,56.8836730768576,1,2.307437029078426
26,1,Mercato,1,81.87570553681252,4.5,70,66.18839545702181,0,4.733207243370458
27,2,Mercato,1,204.68904784962382,4,150,63.31471403083208,0,2.3107484995602685
28,1,Mercato,1,82.98111713057129,3.5,70,59.21176548754748,0,4.8666598624689055
29,2,Mercato,1,142.85332975198074,4.5,150,60.93255052278355,0,3.54713297205691
30,1,Mercato,1,95.80379037564936,4.5,70,50.66101430963953,1,4.7698458582185985
31,2,Mercato,1,182.20923921224315,2.5,150,54.86058708673077,0,2.782881309103395
32,1,Mercato,1,126.02355929790949,4,70,73.94774608808211,1,4.375148659103681
33,2,Mercato,1,185.188874321674,4.5,150,67.00348616530046,1,3.122179294625847
34,1,Mercato,1,96.75508151244148,4.5,70,67.54180605094896,0,4.469773206190138
35,2,Mercato,1,150.0992335540634,3,150,58.283148002282545,1,3.460815785017682
36,1,Mercato,1,105.44723363635767,4.5,70,70.99318734865855,1,4.6048559429053375
37,2,Mercato,1,165.76857588053173,4.5,150,55.645023813367516,1,2.828462819747969
38,1,Mercato,1,136.16431309825052,4.5,70,51.432981940984334,1,4.379112210457515
39,2,Mercato,1,152.09076742073168,4,150,61.436073617206034,1,3.1531307268202506
40,1,Mercato,1,96.98731450560936,4.5,70,59.09613393391545,0,4.352979231848613
41,2,Mercato,1,165.67560668445603,3.5,150,68.07875542051481,1,3.1114650089124742
42,1,Mercato,1,129.53474382220585,4,70,67.06048621281474,1,4.535014840916159
43,2,Mercato,1,172.65831780383246,4.5,150,72.44877495910556,0,2.691116983304548
44,1,Mercato,1,94.75911172604863,4.5,70,50.57679452948899,1,4.900356599767756
45,2,Mercato,1,189.19501768981223,3,150,65.56063510509962,0,3.1709817686440944
46,1,Mercato,1,108.05947335209342,3.5,70,53.90990624537545,1,4.896067532605077
47,2,Mercato,0,NA,4,150,64.75942177928927,0,3.9612349483352367
48,1,Mercato,1,98.74468326259999,3.5,70,67.16845111508763,0,4.907542878090302
49,2,Mercato,1,170.36596231693906,4.5,150,56.483019741148205,1,3.457444334765067
50,1,Mercato,1,63.29135684484992,3.5,70,54.192855470931804,0,4.772710721499728
51,2,Mercato,1,173.78787275166385,3.5,150,57.42569485485249,0,3.3471635119496908
52,1,Mercato,1,76.90880970419661,3.5,70,54.28516317368353,0,3.687854754627303
53,2,Mercato,1,158.00184680317614,3.5,150,51.903959255491266,0,3.881639252378603
54,1,Mercato,1,152.2218946092035,3.5,70,64.76254699336364,0,4.868499363137227
55,2,Mercato,1,223.36453303797916,4.5,150,52.54867909271153,1,2.2469531135712852
56,1,Mercato,1,121.90749583023782,4.5,70,56.390747958945646,1,4.856369005484358
57,2,Mercato,1,197.34420961165793,4,150,51.46457004577012,1,3.4629425017911037
58,1,Mercato,1,128.41082520025043,4,70,55.607490896596836,1,4.883497247644563
59,2,Mercato,1,229.71138337664283,3.5,150,56.11320753039666,1,2.9641154812787196
60,1,Mercato,0,NA,4,70,62.658683636050824,1,4.435675584748595
61,2,Mercato,1,153.27251682764356,3.5,150,55.9919232047055,1,3.1364040578006165
62,1,Mercato,1,85.7874128418439,3.5,70,51.53396893578753,1,4.709731285536379
63,2,Mercato,1,128.50041778125288,4,150,58.204963858125154,1,3.167017030320474
64,1,Mercato,1,109.99584331183654,4.5,70,50.130293613651276,0,4.3842761837827045
65,2,Mercato,1,175.7746609101615,4.5,150,56.7493394759172,0,3.9165345740348494
66,1,Mercato,1,55.2671445112518,4,70,54.982433509119595,1,4.782688666642532
67,2,Mercato,0,NA,3,150,58.00017934817138,0,3.664769110871271
68,1,Mercato,1,71.00702197690364,4,70,60.01418980090004,0,4.938206459809224
69,2,Mercato,1,188.51857417254934,4.5,150,54.513844495895704,1,2.8595408399668205
70,1,Mercato,0,NA,4.5,70,50.44951164618462,1,4.922174435771694
71,2,Mercato,0,NA,4,150,77.40687335088407,0,3.485217592232092
72,1,Mercato,1,95.858986410584,4.5,70,54.26704151288882,0,4.630866323593111
73,2,Mercato,0,NA,3.5,150,57.826380912724225,0,2.941882071806904
74,1,Mercato,1,98.01145128244887,4,70,52.105763423238024,0,4.57782282825551
75,2,Mercato,1,150.94834710412587,3.5,150,57.33947373074173,1,2.9501567145593706
76,1,Mercato,1,112.607047733744,4.5,70,55.938111740190486,0,4.0842951688255384
77,2,Mercato,1,182.77780301099608,3.5,150,68.17020829854067,0,2.9036109207114396
78,1,Mercato,1,72.38156248425398,4.5,70,64.63886557558448,1,4.87531973985422
79,2,Mercato,1,155.6967653367952,4,150,63.81503207053066,0,3.3192683807544894
80,1,Mercato,1,86.3477431091566,4,70,53.766763784871706,0,4.540435721909882
81,2,Mercato,0,NA,3.5,150,59.537384002017106,0,3.533054638876439
82,1,Mercato,1,100.01272275763527,3,70,65.99832324829802,0,4.439661569954874
83,2,Mercato,1,214.09076779557566,4,150,53.17273512241786,1,2.201232853424652
84,1,Mercato,1,113.47409993911367,4.5,70,67.09560424315272,1,4.998484010311533
85,2,Mercato,1,221.44132310733158,4,150,53.829728566457185,0,2.805643957093134
86,1,Mercato,1,88.28639213223492,4,70,73.57155410160885,1,4.8689619987409385
87,2,Mercato,1,133.69444708138226,2,150,68.2516733761288,1,2.9589118987796406
88,1,Mercato,1,101.47198431560304,4,70,52.08413438498683,0,4.819917775098987
89,2,Mercato,1,187.74094894088515,2,150,55.7302351830979,1,2.878762905971906
90,1,Mercato,1,88.81206814603846,4.5,70,53.344605883870244,1,4.990428677705985
91,2,Mercato,1,142.78652562294164,4.5,150,50.715409919599495,0,2.206328339686533
92,1,Mercato,0,NA,3,70,60.356676964519224,1,4.723978808648639
93,2,Mercato,1,204.10927774646356,4,150,56.46134204577878,0,2.5676400176885017
94,1,Mercato,0,NA,4,70,62.260102638877854,1,4.921236708144093
